feature,score
"['BAA', 'PCE', 'GACDFSA066MSFRBPHI']",-1.556133356
"['EXKOUS', '정책금리', 'KORCPIALLMINMEI']",-1.556653537
"['BAA', 'PCE', 'LREMTTTTUSM156S']",-1.556809991
"['LREMTTTTUSM156S', 'EXKOUS', 'KORCPIALLMINMEI']",-1.556855849
"['UMCSENT', 'IR3TCD01KRM156N', '환율평균']",-1.556876492
"['상품수지', '서울아파트매매가격지수', 'KORPROINDMISMEI']",-1.557666932
"['NEWORDER', 'TOTALSA', 'LRUNTTTTKRM156S']",-1.557929528
"['TOTALSA', 'UMCSENT', 'LRUNTTTTKRM156S']",-1.559191335
"['상품수지', '서울아파트매매가격지수', '자가주거비']",-1.559358493
"['ISM_PMI_Actual', 'TOTALSA', '한국실업률']",-1.560652555
"['BAA', 'PCE', 'EXKOUS']",-1.561679476
"['BAA', '자가주거비', '수출물가지수']",-1.562028338
"['T10Y2YM', 'TWEXBMTH', 'EXKOUS']",-1.562158079
"['INDPRO', '자가주거비포함지수', 'EXKOUS']",-1.562187351
"['HSN1F', '자가주거비포함지수', 'EXKOUS']",-1.562399725
"['UMCSENT', 'EXKOUS', '정책금리']",-1.563246802
"['PCE', '자가주거비', 'EXKOUS']",-1.563535678
"['Volume', 'BAA', 'TOTALSA']",-1.564371705
"['BAA', '자가주거비포함지수', '수출물가지수']",-1.565280214
"['HOUST', 'EXKOUS', 'IR3TCD01KRM156N']",-1.565399842
"['NEWORDER', 'UMCSENT', 'LRUNTTTTKRM156S']",-1.565581881
"['BAA', '정책금리', 'IR3TCD01KRM156N']",-1.565713025
"['EXKOUS', '통화량', '환율평균']",-1.567876448
"['Volume', 'ISM_PMI_Actual', 'TOTALSA']",-1.568348635
"['서울아파트매매가격지수', '자가주거비', 'IR3TCD01KRM156N']",-1.56902123
"['TOTALSA', 'EXKOUS', 'IR3TCD01KRM156N']",-1.569332644
"['TOTALSA', 'UMCSENT', '수출물가지수']",-1.569450006
"['BAA', '자가주거비포함지수', '환율평균']",-1.57022086
"['ISM_PMI_Actual', 'TCU', '자가주거비']",-1.570284602
"['수출물가지수', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.570304123
"['T10Y2YM', 'EXKOUS', '통화량']",-1.57060235
"['BAA', 'PCE', '환율평균']",-1.571153032
"['TOTALSA', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.572027245
"['BAA', 'DGORDER', 'TWEXBMTH']",-1.572457937
"['ISM_PMI_Actual', 'BAA', 'CPIAUCSL']",-1.573173182
"['ISM_PMI_Actual', 'INDPRO', 'TOTALSA']",-1.573308601
"['BAA', 'HSN1F', 'LRUNTTTTKRM156S']",-1.573414745
"['BAA', 'PCE', '수출물가지수']",-1.573535554
"['TOTALSA', 'EXKOUS', 'KORPROINDMISMEI']",-1.573896058
"['TWEXBMTH', 'EXKOUS', 'XTEXVA01CNM667S']",-1.573935917
"['PCE', 'EXKOUS', '통화량']",-1.57439352
"['ISM_PMI_Actual', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.574802863
"['CSUSHPINSA', '자가주거비', 'EXKOUS']",-1.574968087
"['BAA', '통화량', 'GACDFSA066MSFRBPHI']",-1.575087915
"['TWEXBMTH', 'PPIACO', 'EXKOUS']",-1.576213902
"['자가주거비', 'EXKOUS', '한국실업률']",-1.576436925
"['수출물가지수', 'EXKOUS', 'IR3TCD01KRM156N']",-1.576636728
"['BAA', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",-1.576807185
"['PCE', 'EXKOUS', '정책금리']",-1.577854928
"['ISM_PMI_Actual', 'TCU', '자가주거비포함지수']",-1.578299079
"['HSN1F', '서울아파트매매가격지수', 'XTEXVA01CNM667S']",-1.578305155
"['BAA', 'LRUNTTTTKRM156S', '한국실업률']",-1.578547027
"['FEDFUNDS', 'EXKOUS', 'KORCPIALLMINMEI']",-1.578851734
"['TCU', 'UMCSENT', 'IR3TCD01KRM156N']",-1.579084605
"['PCE', 'EXKOUS', '환율평균']",-1.579307161
"['BAA', 'HOUST', 'LRUNTTTTKRM156S']",-1.580119093
"['BAA', '통화량', 'KORPROINDMISMEI']",-1.580280061
"['TCU', '통화량', '환율평균']",-1.581318785
"['PCE', 'HOUST', 'EXKOUS']",-1.582029915
"['BAA', 'LREMTTTTUSM156S', 'TWEXBMTH']",-1.582162777
"['상품수지', '서울아파트매매가격지수', 'KORCPIALLMINMEI']",-1.582271469
"['PCE', 'EXKOUS', 'KORCPIALLMINMEI']",-1.582336606
"['TOTALSA', 'EXKOUS', 'KORCPIALLMINMEI']",-1.582863618
"['BAA', 'PPIACO', '통화량']",-1.583470579
"['TWEXBMTH', 'EXKOUS', '한국실업률']",-1.583601481
"['LREMTTTTUSM156S', 'UMCSENT', 'EXKOUS']",-1.583863674
"['TWEXBMTH', 'UMCSENT', '수출물가지수']",-1.584471602
"['PCE', 'LREMTTTTUSM156S', 'EXKOUS']",-1.58600029
"['BAA', 'PCE', '정책금리']",-1.586118246
"['자가주거비포함지수', 'EXKOUS', '한국실업률']",-1.586198773
"['TCU', 'IR3TCD01KRM156N', '환율평균']",-1.586895032
"['BAA', 'UNRATENSA', 'KORPROINDMISMEI']",-1.586946982
"['BAA', 'LREMTTTTUSM156S', 'LRUNTTTTKRM156S']",-1.588272212
"['PCE', '자가주거비포함지수', 'EXKOUS']",-1.588641408
"['PCE', 'HSN1F', 'EXKOUS']",-1.588806897
"['BAA', 'LREMTTTTUSM156S', 'IR3TCD01KRM156N']",-1.588992134
"['BAA', '자가주거비포함지수', 'LRUNTTTTKRM156S']",-1.589224396
"['서울아파트매매가격지수', '자가주거비포함지수', 'IR3TCD01KRM156N']",-1.589247993
"['BAA', 'TWEXBMTH', '수출물가지수']",-1.58960113
"['자가주거비포함지수', '수출물가지수', 'EXKOUS']",-1.589777152
"['BAA', '수출물가지수', 'XTIMVA01KRM667S']",-1.589860529
"['INDPRO', 'TOTALSA', 'UMCSENT']",-1.590285668
"['BAA', 'UNRATE', 'EXKOUS']",-1.591251972
"['상품수지', '자가주거비', 'EXKOUS']",-1.591363895
"['TCU', 'EXKOUS', 'KORCPIALLMINMEI']",-1.591932106
"['TCU', 'TOTALSA', 'GACDFSA066MSFRBPHI']",-1.592033414
"['TWEXBMTH', 'CPIAUCSL', 'EXKOUS']",-1.593093618
"['상품수지', 'EXKOUS', '통화량']",-1.593434356
"['BAA', 'PCE', '자가주거비']",-1.593491931
"['상품수지', '자가주거비포함지수', 'EXKOUS']",-1.593503926
"['DGORDER', 'TWEXBMTH', 'EXKOUS']",-1.594333994
"['EXKOUS', '통화량', '한국실업률']",-1.594867899
"['BAA', 'PCE', '통화량']",-1.595153894
"['Volume', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.595173981
"['BAA', 'UNRATE', 'IR3TCD01KRM156N']",-1.59691827
"['CSUSHPINSA', '자가주거비포함지수', 'EXKOUS']",-1.59723808
"['상품수지', 'UMCSENT', 'EXKOUS']",-1.598102631
"['DGORDER', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.598865679
"['FEDFUNDS', '자가주거비포함지수', 'EXKOUS']",-1.598970374
"['BAA', 'LREMTTTTUSM156S', '자가주거비포함지수']",-1.599282292
"['LREMTTTTUSM156S', '서울아파트매매가격지수', '자가주거비포함지수']",-1.600117389
"['UNRATE', 'TCU', 'IR3TCD01KRM156N']",-1.600210065
"['BAA', '수출물가지수', 'IR3TCD01KRM156N']",-1.600784512
"['BAA', 'NEWORDER', 'IR3TCD01KRM156N']",-1.601066685
"['ISM_PMI_Actual', 'PPIACO', 'TOTALSA']",-1.601165952
"['수출물가지수', 'GACDFSA066MSFRBPHI', 'XTIMVA01KRM667S']",-1.601502913
"['Volume', 'BAA', 'GACDFSA066MSFRBPHI']",-1.601824628
"['ISM_PMI_Actual', 'TCU', '통화량']",-1.601870353
"['BAA', 'NEWORDER', '수출물가지수']",-1.602815592
"['BAA', '자가주거비포함지수', '통화량']",-1.603761136
"['BAA', 'UNRATENSA', 'PPIACO']",-1.604343085
"['상품수지', 'BAA', 'LRUNTTTTKRM156S']",-1.604397547
"['EXKOUS', '한국실업률', 'IR3TCD01KRM156N']",-1.606003297
"['CSUSHPINSA', 'EXKOUS', 'KORCPIALLMINMEI']",-1.606036181
"['BAA', '자가주거비', '통화량']",-1.606528172
"['BAA', 'PPIACO', 'IR3TCD01KRM156N']",-1.606577853
"['CPIAUCSL', 'EXKOUS', 'IR3TCD01KRM156N']",-1.607552399
"['TCU', 'GACDFSA066MSFRBPHI', 'IR3TCD01KRM156N']",-1.607560615
"['ISM_PMI_Actual', 'BAA', 'KORPROINDMISMEI']",-1.608124999
"['BAA', 'NEWORDER', 'TWEXBMTH']",-1.609536115
"['BAA', 'TOTALSA', 'EXKOUS']",-1.609899852
"['상품수지', 'EXKOUS', 'IR3TCD01KRM156N']",-1.60998214
"['BAA', 'PCE', 'PPIACO']",-1.610202509
"['TWEXBMTH', 'TCU', 'IR3TCD01KRM156N']",-1.610684258
"['LREMTTTTUSM156S', 'TOTALSA', 'EXKOUS']",-1.611770168
"['서울아파트매매가격지수', 'XTEXVA01CNM667S', 'LRUNTTTTKRM156S']",-1.611882093
"['경상수지', '서울아파트매매가격지수', 'KORCPIALLMINMEI']",-1.612017927
"['BAA', 'PCE', 'IR3TCD01KRM156N']",-1.61310008
"['TWEXBMTH', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.61313136
"['XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.613257082
"['BAA', 'PPIACO', '자가주거비']",-1.6132748
"['BAA', 'TWEXBMTH', '자가주거비포함지수']",-1.613351894
"['상품수지', 'PCE', 'EXKOUS']",-1.613728721
"['Volume', 'TOTALSA', 'UMCSENT']",-1.613798215
"['LREMTTTTUSM156S', 'UNRATENSA', 'EXKOUS']",-1.613922913
"['BAA', '자가주거비', 'XTIMVA01KRM667S']",-1.614363013
"['TCU', 'GACDFSA066MSFRBPHI', 'LRUNTTTTKRM156S']",-1.614497825
"['HOUST', '자가주거비포함지수', 'EXKOUS']",-1.615156782
"['BAA', 'LREMTTTTUSM156S', '자가주거비']",-1.615920832
"['LREMTTTTUSM156S', '서울아파트매매가격지수', 'KORCPIALLMINMEI']",-1.616284612
"['UNRATE', 'KORPROINDMISMEI', '환율평균']",-1.616636679
"['BAA', 'TWEXBMTH', '자가주거비']",-1.617172866
"['BAA', 'PPIACO', 'LRUNTTTTKRM156S']",-1.617280195
"['BAA', 'DGORDER', 'IR3TCD01KRM156N']",-1.617402776
"['상품수지', 'TOTALSA', 'XTIMVA01KRM667S']",-1.617688932
"['ISM_PMI_Actual', 'TCU', 'LRUNTTTTKRM156S']",-1.618037399
"['LREMTTTTUSM156S', 'TWEXBMTH', 'EXKOUS']",-1.618792222
"['BAA', 'LREMTTTTUSM156S', '통화량']",-1.619125999
"['PCE', 'TCU', 'KORPROINDMISMEI']",-1.619218293
"['ISM_PMI_Actual', 'TCU', 'KORPROINDMISMEI']",-1.61961783
"['BAA', 'PCE', '자가주거비포함지수']",-1.619891785
"['EXKOUS', 'IR3TCD01KRM156N', '환율평균']",-1.620089367
"['BAA', 'UNRATENSA', '자가주거비포함지수']",-1.621113913
"['BAA', 'CSUSHPINSA', '환율평균']",-1.621232079
"['BAA', '자가주거비포함지수', '자가주거비']",-1.62127594
"['Volume', 'BAA', '수출물가지수']",-1.621401836
"['ISM_PMI_Actual', '수출물가지수', 'KORPROINDMISMEI']",-1.621675246
"['BAA', 'UMCSENT', '자가주거비포함지수']",-1.62209893
"['PCE', '서울아파트매매가격지수', '정책금리']",-1.623531338
"['BAA', '자가주거비포함지수', '정책금리']",-1.623709265
"['PCE', 'EXKOUS', '한국실업률']",-1.624383189
"['CSUSHPINSA', 'PCE', 'EXKOUS']",-1.624709205
"['TCU', '수출물가지수', 'LRUNTTTTKRM156S']",-1.625258523
"['BAA', 'UMCSENT', 'KORPROINDMISMEI']",-1.625364455
"['자가주거비', '수출물가지수', 'EXKOUS']",-1.625575959
"['BAA', '자가주거비', 'IR3TCD01KRM156N']",-1.626034834
"['TOTALSA', 'EXJPUS', 'GACDFSA066MSFRBPHI']",-1.62684708
"['BAA', 'CSUSHPINSA', 'EXKOUS']",-1.627666259
"['BAA', 'PCE', 'TWEXBMTH']",-1.627920931
"['ISM_PMI_Actual', 'PCE', 'TCU']",-1.628075179
"['CPIAUCSL', 'EXKOUS', '통화량']",-1.628526558
"['T10Y2YM', '자가주거비포함지수', 'EXKOUS']",-1.629030159
"['ISM_PMI_Actual', 'KORCPIALLMINMEI', '한국실업률']",-1.629414386
"['BAA', '자가주거비', '정책금리']",-1.629517868
"['Volume', 'BAA', 'LRUNTTTTKRM156S']",-1.629967894
"['PCE', 'TCU', '자가주거비']",-1.630698318
"['LREMTTTTUSM156S', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.6307293
"['DGORDER', 'TOTALSA', 'XTIMVA01KRM667S']",-1.630734429
"['BAA', 'UNRATENSA', '환율평균']",-1.630837396
"['GACDFSA066MSFRBPHI', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.631179952
"['TCU', '수출물가지수', 'IR3TCD01KRM156N']",-1.631707849
"['BAA', 'HOUST', 'TOTALSA']",-1.632089384
"['ISM_PMI_Actual', 'BAA', '자가주거비']",-1.632438497
"['TOTALSA', '수출물가지수', 'LRUNTTTTKRM156S']",-1.632591509
"['BAA', '자가주거비', 'KORCPIALLMINMEI']",-1.632891169
"['ISM_PMI_Actual', 'NEWORDER', 'KORPROINDMISMEI']",-1.632955129
"['TWEXBMTH', 'TCU', '통화량']",-1.632962845
"['PCE', 'TCU', '통화량']",-1.633468821
"['BAA', '수출물가지수', 'KORCPIALLMINMEI']",-1.633917737
"['서울아파트매매가격지수', 'KORCPIALLMINMEI', 'IR3TCD01KRM156N']",-1.634462096
"['상품수지', '서울아파트매매가격지수', '통화량']",-1.635127657
"['BAA', '자가주거비포함지수', 'KORCPIALLMINMEI']",-1.635454586
"['DGORDER', 'UMCSENT', 'LRUNTTTTKRM156S']",-1.636413552
"['BAA', 'HOUST', '수출물가지수']",-1.636593655
"['PCE', 'TCU', '환율평균']",-1.636619883
"['BAA', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",-1.636997175
"['BAA', 'TWEXBMTH', 'PPIACO']",-1.637561422
"['FEDFUNDS', '서울아파트매매가격지수', 'KORCPIALLMINMEI']",-1.638121795
"['경상수지', '서울아파트매매가격지수', 'KORPROINDMISMEI']",-1.638199042
"['BAA', 'PCE', 'XTIMVA01KRM667S']",-1.638430244
"['상품수지', 'TOTALSA', 'UMCSENT']",-1.638438238
"['TCU', 'TOTALSA', '수출물가지수']",-1.638456914
"['상품수지', 'BAA', 'GACDFSA066MSFRBPHI']",-1.639494251
"['BAA', 'UNRATE', '자가주거비포함지수']",-1.639499674
"['T10Y2YM', 'IR3TCD01KRM156N', '환율평균']",-1.639925896
"['CSUSHPINSA', 'EXKOUS', 'IR3TCD01KRM156N']",-1.640316023
"['ISM_PMI_Actual', 'XTEXVA01CNM667S', '한국실업률']",-1.640986717
"['TOTALSA', '수출물가지수', 'GACDFSA066MSFRBPHI']",-1.641282768
"['ISM_PMI_Actual', 'XTIMVA01KRM667S', 'KORPROINDMISMEI']",-1.641962806
"['BAA', 'PPIACO', '수출물가지수']",-1.642068889
"['PCE', 'TCU', 'IR3TCD01KRM156N']",-1.642361136
"['BAA', 'NEWORDER', 'PCE']",-1.642465571
"['BAA', 'UNRATE', 'PCE']",-1.642609001
"['BAA', 'TCU', 'UMCSENT']",-1.64265377
"['BAA', '통화량', 'IR3TCD01KRM156N']",-1.642882012
"['BAA', 'UNRATE', '환율평균']",-1.642966859
"['ISM_PMI_Actual', 'TOTALSA', 'LRUNTTTTKRM156S']",-1.643077236
"['BAA', '정책금리', '통화량']",-1.643110844
"['Volume', 'TWEXBMTH', 'EXKOUS']",-1.643932114
"['DGORDER', 'EXKOUS', 'IR3TCD01KRM156N']",-1.644211781
"['BAA', 'TWEXBMTH', '통화량']",-1.644447695
"['TOTALSA', '자가주거비포함지수', 'EXKOUS']",-1.645314856
"['BAA', 'XTIMVA01KRM667S', 'IR3TCD01KRM156N']",-1.64533243
"['BAA', 'UMCSENT', '한국실업률']",-1.6454933
"['UNRATE', 'CPIAUCSL', 'EXKOUS']",-1.64549974
"['TWEXBMTH', 'TCU', '자가주거비']",-1.646570502
"['BAA', 'PCE', 'KORCPIALLMINMEI']",-1.647104964
"['XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI', '한국실업률']",-1.647602704
"['T10Y2YM', 'CPIAUCSL', '서울아파트매매가격지수']",-1.647710462
"['PCE', 'TCU', 'GACDFSA066MSFRBPHI']",-1.647921205
"['NEWORDER', 'TOTALSA', '수출물가지수']",-1.648375548
"['DGORDER', '자가주거비', 'EXKOUS']",-1.648702063
"['TCU', 'UMCSENT', '자가주거비']",-1.648707578
"['TCU', 'UMCSENT', '통화량']",-1.649004307
"['UMCSENT', 'EXKOUS', 'KORCPIALLMINMEI']",-1.649115275
"['BAA', 'PPIACO', '자가주거비포함지수']",-1.649441742
"['BAA', 'INDPRO', 'LRUNTTTTKRM156S']",-1.650083763
"['UNRATE', 'TCU', 'KORPROINDMISMEI']",-1.650209264
"['ISM_PMI_Actual', 'TCU', 'IR3TCD01KRM156N']",-1.650216184
"['BAA', 'TWEXBMTH', 'TOTALSA']",-1.650652504
"['UNRATENSA', 'TCU', 'IR3TCD01KRM156N']",-1.651050934
"['BAA', 'TCU', 'KORCPIALLMINMEI']",-1.651334774
"['상품수지', 'TOTALSA', 'EXKOUS']",-1.651408122
"['BAA', 'HOUST', 'IR3TCD01KRM156N']",-1.651914768
"['BAA', 'TOTALSA', '환율평균']",-1.652519156
"['BAA', 'UNRATE', '자가주거비']",-1.652625714
"['BAA', 'TCU', '정책금리']",-1.653110899
"['BAA', 'FEDFUNDS', '자가주거비포함지수']",-1.653934764
"['BAA', 'CSUSHPINSA', 'LRUNTTTTKRM156S']",-1.654101207
"['NEWORDER', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.654751285
"['Volume', 'TOTALSA', '수출물가지수']",-1.654877411
"['자가주거비포함지수', 'LRUNTTTTKRM156S', '환율평균']",-1.655373663
"['ISM_PMI_Actual', '자가주거비포함지수', 'GACDFSA066MSFRBPHI']",-1.655496429
"['BAA', 'LREMTTTTUSM156S', 'TOTALSA']",-1.656161843
"['EXKOUS', '정책금리', 'KORPROINDMISMEI']",-1.656232541
"['BAA', 'DGORDER', '한국실업률']",-1.656562307
"['TOTALSA', 'EXKOUS', '통화량']",-1.656752433
"['ISM_PMI_Actual', 'TOTALSA', 'EXKOUS']",-1.658250548
"['BAA', 'UNRATE', '통화량']",-1.658923364
"['TWEXBMTH', 'EXKOUS', 'LRUNTTTTKRM156S']",-1.65963848
"['TCU', '수출물가지수', '통화량']",-1.659770979
"['PCE', 'UNRATENSA', 'TCU']",-1.660597547
"['BAA', 'TOTALSA', 'IR3TCD01KRM156N']",-1.660928443
"['PCE', 'FEDFUNDS', '서울아파트매매가격지수']",-1.661427731
"['BAA', 'PCE', 'UNRATENSA']",-1.661533961
"['BAA', 'EXKOUS', 'KORCPIALLMINMEI']",-1.661762335
"['TOTALSA', '자가주거비', 'EXKOUS']",-1.661784704
"['ISM_PMI_Actual', 'TOTALSA', 'KORCPIALLMINMEI']",-1.662036218
"['NEWORDER', 'TWEXBMTH', 'EXKOUS']",-1.662176533
"['TWEXBMTH', 'UMCSENT', 'IR3TCD01KRM156N']",-1.662245314
"['UMCSENT', 'EXKOUS', '환율평균']",-1.663065173
"['TCU', 'TOTALSA', '정책금리']",-1.6638899
"['Volume', 'TOTALSA', 'XTIMVA01KRM667S']",-1.664343597
"['LREMTTTTUSM156S', 'TCU', 'TOTALSA']",-1.664911065
"['BAA', 'UMCSENT', '정책금리']",-1.665131664
"['상품수지', 'EXKOUS', 'KORCPIALLMINMEI']",-1.665218162
"['BAA', 'UNRATENSA', '정책금리']",-1.665481437
"['BAA', '통화량', 'KORCPIALLMINMEI']",-1.665632121
"['EXKOUS', 'KORCPIALLMINMEI', '한국실업률']",-1.665851904
"['상품수지', 'BAA', 'KORPROINDMISMEI']",-1.666136656
"['T10Y2YM', 'TOTALSA', 'EXKOUS']",-1.666178471
"['NEWORDER', 'TOTALSA', 'UMCSENT']",-1.666416969
"['PPIACO', 'TOTALSA', 'UMCSENT']",-1.66709049
"['CPIAUCSL', '자가주거비', 'EXKOUS']",-1.66745349
"['BAA', 'T10Y2YM', 'LRUNTTTTKRM156S']",-1.667585923
"['ISM_PMI_Actual', 'BAA', 'PCE']",-1.667614725
"['BAA', 'HSN1F', 'IR3TCD01KRM156N']",-1.668550713
"['BAA', 'CSUSHPINSA', '자가주거비포함지수']",-1.668617584
"['CSUSHPINSA', '서울아파트매매가격지수', 'KORCPIALLMINMEI']",-1.669041267
"['UNRATE', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.66905677
"['TOTALSA', 'UMCSENT', '환율평균']",-1.669269283
"['UNRATE', 'IR3TCD01KRM156N', '환율평균']",-1.669342354
"['BAA', 'NEWORDER', 'HOUST']",-1.669666601
"['CSUSHPINSA', 'EXKOUS', 'KORPROINDMISMEI']",-1.66988415
"['BAA', 'NEWORDER', '자가주거비']",-1.671826029
"['TWEXBMTH', 'IR3TCD01KRM156N', '환율평균']",-1.672028296
"['자가주거비포함지수', '수출물가지수', 'GACDFSA066MSFRBPHI']",-1.672334021
"['EXJPUS', 'GACDFSA066MSFRBPHI', 'KORPROINDMISMEI']",-1.672641001
"['TOTALSA', 'XTIMVA01KRM667S', '한국실업률']",-1.672747467
"['BAA', 'HSN1F', '수출물가지수']",-1.672902654
"['ISM_PMI_Actual', 'BAA', '수출물가지수']",-1.672929379
"['상품수지', 'TCU', 'UMCSENT']",-1.672954984
"['ISM_PMI_Actual', 'BAA', '통화량']",-1.673242609
"['INDPRO', 'IR3TCD01KRM156N', '환율평균']",-1.673264156
"['TCU', '자가주거비', 'KORPROINDMISMEI']",-1.673985444
"['BAA', 'PCE', 'HSN1F']",-1.674177422
"['PCE', 'CPIAUCSL', 'EXKOUS']",-1.674352941
"['TOTALSA', 'EXKOUS', '한국실업률']",-1.674550604
"['ISM_PMI_Actual', 'TCU', 'KORCPIALLMINMEI']",-1.674610622
"['TCU', 'HSN1F', 'IR3TCD01KRM156N']",-1.674612771
"['UNRATENSA', 'TCU', '통화량']",-1.674740864
"['BAA', 'NEWORDER', '통화량']",-1.674783266
"['ISM_PMI_Actual', '상품수지', 'BAA']",-1.675373001
"['BAA', 'DGORDER', 'GACDFSA066MSFRBPHI']",-1.675796991
"['ISM_PMI_Actual', 'KORPROINDMISMEI', 'LRUNTTTTKRM156S']",-1.676213297
"['TCU', 'UMCSENT', 'EXKOUS']",-1.676902745
"['TCU', 'UMCSENT', '자가주거비포함지수']",-1.676929456
"['ISM_PMI_Actual', 'KORPROINDMISMEI', '한국실업률']",-1.677046966
"['BAA', 'CPIAUCSL', 'LRUNTTTTKRM156S']",-1.67726096
"['ISM_PMI_Actual', 'TOTALSA', 'UMCSENT']",-1.677275289
"['BAA', 'EXKOUS', 'LRUNTTTTKRM156S']",-1.677541595
"['BAA', '통화량', 'XTIMVA01KRM667S']",-1.677614145
"['BAA', 'PCE', 'FEDFUNDS']",-1.677694517
"['INDPRO', 'TOTALSA', 'XTIMVA01KRM667S']",-1.678440076
"['ISM_PMI_Actual', 'GACDFSA066MSFRBPHI', 'KORCPIALLMINMEI']",-1.679393724
"['상품수지', 'BAA', 'IR3TCD01KRM156N']",-1.679542627
"['상품수지', 'BAA', 'TCU']",-1.679688
"['TOTALSA', '수출물가지수', 'EXKOUS']",-1.679761305
"['ISM_PMI_Actual', '서울아파트매매가격지수', 'KORPROINDMISMEI']",-1.67977227
"['BAA', 'XTIMVA01KRM667S', 'LRUNTTTTKRM156S']",-1.679969193
"['BAA', 'PCE', 'DGORDER']",-1.680067736
"['EXKOUS', 'KORCPIALLMINMEI', '환율평균']",-1.680148458
"['UNRATENSA', 'UMCSENT', 'EXKOUS']",-1.680413272
"['자가주거비', 'EXKOUS', 'GACDFSA066MSFRBPHI']",-1.680499531
"['BAA', '자가주거비포함지수', 'XTIMVA01KRM667S']",-1.680833455
"['LREMTTTTUSM156S', 'TCU', '자가주거비']",-1.681709009
"['ISM_PMI_Actual', 'XTEXVA01CNM667S', 'GACDFSA066MSFRBPHI']",-1.681988294
"['UNRATENSA', 'KORCPIALLMINMEI', '환율평균']",-1.682075562
"['상품수지', 'BAA', '자가주거비포함지수']",-1.682089191
"['BAA', 'TOTALSA', '정책금리']",-1.682358373
"['BAA', '자가주거비포함지수', 'IR3TCD01KRM156N']",-1.683345875
"['상품수지', 'BAA', 'UMCSENT']",-1.684384445
"['TCU', '자가주거비', 'IR3TCD01KRM156N']",-1.68442288
"['TCU', '자가주거비포함지수', '환율평균']",-1.684574796
